empID,YearsExperience,Age,BTech?,MTech?,PhD?,Name,address,phone,branch,Salary
1096,6.1,41,1,1,1,Mr X-ds-96,Kolkata,9890078995,Ruby,56642
1097,7.1,42,1,1,1,Mr X-ds-97,Kolkata,9890078996,Ruby,60150
1098,8.1,43,1,1,1,Mr X-ds-98,Kolkata,9890078997,Ruby,54445
1099,9.1,44,1,1,1,Mr X-ds-99,Kolkata,9890078998,Ruby,64445
1100,8.1,45,1,1,1,Mr X-ds-100,Kolkata,9890078999,Ruby,57189
1101,7.1,46,1,1,1,Mr X-ds-101,Kolkata,9890079000,Ruby,63218
1102,6.1,47,1,1,1,Mr X-ds-102,Kolkata,9890079001,Ruby,55794
1103,5.1,48,1,1,1,Mr X-ds-103,Kolkata,9890079002,Ruby,56957
1104,4.1,49,1,1,1,Mr X-ds-104,Kolkata,9890079003,Ruby,57081
1105,3.1,50,1,1,1,Mr X-ds-105,Kolkata,9890079004,Ruby,61111
1106,2.1,30,1,1,1,Mr X-ds-106,Kolkata,9890079005,Ruby,67938
1107,1.1,31,1,1,1,Mr X-ds-107,Kolkata,9890079006,Ruby,66029
1108,2.1,32,1,1,1,Mr X-ds-108,Kolkata,9890079007,Ruby,83088
1109,3.1,33,1,1,1,Mr X-ds-109,Kolkata,9890079008,Ruby,81363
1110,4.1,34,1,1,1,Mr X-ds-110,Kolkata,9890079009,Ruby,93940
1111,5.1,35,1,1,1,Mr X-ds-111,Kolkata,9890079010,Ruby,91738
1112,6.1,36,1,1,1,Mr X-ds-112,Kolkata,9890079011,Ruby,98273
1113,7.1,37,1,1,1,Mr X-ds-113,Kolkata,9890079012,Ruby,101302
1114,8.1,38,1,1,1,Mr X-ds-114,Kolkata,9890079013,Ruby,113812
1115,9.1,39,1,1,1,Mr X-ds-115,Kolkata,9890079014,Ruby,109431
1116,10.1,40,1,1,1,Mr X-ds-116,Kolkata,9890079015,Ruby,105582
1117,11.1,41,1,1,1,Mr X-ds-117,Kolkata,9890079016,Ruby,116969
1118,12.1,42,1,1,1,Mr X-ds-118,Kolkata,9890079017,Ruby,112635
1119,13.1,43,1,1,1,Mr X-ds-119,Kolkata,9890079018,Ruby,122391
1120,14.1,44,1,1,1,Mr X-ds-120,Kolkata,9890079019,Ruby,121872
1121,1.1,45,1,1,1,Mr X-ds-121,Kolkata,9890079020,Ruby,39343
1122,2.1,46,1,1,1,Mr X-ds-122,Kolkata,9890079021,Ruby,46205
1123,3.1,47,1,1,1,Mr X-ds-123,Kolkata,9890079022,Ruby,37731
1124,4.1,48,1,1,1,Mr X-ds-124,Kolkata,9890079023,Ruby,43525
1125,5.1,49,1,1,1,Mr X-ds-125,Kolkata,9890079024,Ruby,39891
1126,6.1,50,1,1,1,Mr X-ds-126,Kolkata,9890079025,Ruby,56642
1127,7.1,30,1,1,1,Mr X-ds-127,Kolkata,9890079026,Ruby,60150
1128,8.1,31,1,1,1,Mr X-ds-128,Kolkata,9890079027,Ruby,54445
1129,9.1,32,1,1,1,Mr X-ds-129,Kolkata,9890079028,Ruby,64445
1130,8.1,33,1,1,1,Mr X-ds-130,Kolkata,9890079029,Ruby,57189
1131,7.1,34,1,1,1,Mr X-ds-131,Kolkata,9890079030,Ruby,63218
1132,6.1,35,1,1,1,Mr X-ds-132,Kolkata,9890079031,Ruby,55794
1133,5.1,36,1,1,1,Mr X-ds-133,Kolkata,9890079032,Ruby,56957
1134,4.1,37,1,1,1,Mr X-ds-134,Kolkata,9890079033,Ruby,57081
1135,3.1,38,1,1,1,Mr X-ds-135,Kolkata,9890079034,Ruby,61111
1136,2.1,39,1,1,1,Mr X-ds-136,Kolkata,9890079035,Ruby,67938
1137,1.1,40,1,1,1,Mr X-ds-137,Kolkata,9890079036,Ruby,66029
1138,2.1,41,1,1,1,Mr X-ds-138,Kolkata,9890079037,Ruby,83088
1139,3.1,42,1,1,1,Mr X-ds-139,Kolkata,9890079038,Ruby,81363
1140,4.1,43,1,1,1,Mr X-ds-140,Kolkata,9890079039,Ruby,93940
1141,5.1,44,1,1,1,Mr X-ds-141,Kolkata,9890079040,Ruby,91738
1142,6.1,45,1,1,1,Mr X-ds-142,Kolkata,9890079041,Ruby,98273
1143,7.1,46,1,1,1,Mr X-ds-143,Kolkata,9890079042,Ruby,101302
1144,8.1,47,1,1,1,Mr X-ds-144,Kolkata,9890079043,Ruby,113812
1145,9.1,48,1,1,1,Mr X-ds-145,Kolkata,9890079044,Ruby,109431
1146,10.1,49,1,1,1,Mr X-ds-146,Kolkata,9890079045,Ruby,105582
1147,11.1,50,1,1,1,Mr X-ds-147,Kolkata,9890079046,Ruby,116969
1148,12.1,30,1,1,1,Mr X-ds-148,Kolkata,9890079047,Ruby,112635
1149,13.1,31,1,1,1,Mr X-ds-149,Kolkata,9890079048,Ruby,122391
1150,14.1,32,1,1,1,Mr X-ds-150,Kolkata,9890079049,Ruby,121872
1151,1.1,33,1,1,1,Mr X-ds-151,Kolkata,9890079050,Ruby,39343
1152,2.1,34,1,1,1,Mr X-ds-152,Kolkata,9890079051,Ruby,46205
1153,3.1,35,1,1,1,Mr X-ds-153,Kolkata,9890079052,Ruby,37731
1154,4.1,36,1,1,1,Mr X-ds-154,Kolkata,9890079053,Ruby,43525
1155,5.1,37,1,1,1,Mr X-ds-155,Kolkata,9890079054,Ruby,39891
1156,6.1,38,1,1,1,Mr X-ds-156,Kolkata,9890079055,Ruby,56642
1157,7.1,39,1,1,1,Mr X-ds-157,Kolkata,9890079056,Ruby,60150
1158,8.1,40,1,1,1,Mr X-ds-158,Kolkata,9890079057,Ruby,54445
1159,9.1,41,1,1,1,Mr X-ds-159,Kolkata,9890079058,Ruby,64445
1160,8.1,42,1,1,1,Mr X-ds-160,Kolkata,9890079059,Ruby,57189
1161,7.1,43,1,1,1,Mr X-ds-161,Kolkata,9890079060,Ruby,63218
1162,6.1,44,1,1,1,Mr X-ds-162,Kolkata,9890079061,Ruby,55794
1163,5.1,45,1,1,1,Mr X-ds-163,Kolkata,9890079062,Ruby,56957
1164,4.1,46,1,1,1,Mr X-ds-164,Kolkata,9890079063,Ruby,57081
1165,3.1,47,1,1,1,Mr X-ds-165,Kolkata,9890079064,Ruby,61111
1166,2.1,48,1,1,1,Mr X-ds-166,Kolkata,9890079065,Ruby,67938
1167,1.1,49,1,1,1,Mr X-ds-167,Kolkata,9890079066,Ruby,66029
1168,2.1,50,1,1,1,Mr X-ds-168,Kolkata,9890079067,Ruby,83088
1169,3.1,30,1,1,1,Mr X-ds-169,Kolkata,9890079068,Ruby,81363
1170,4.1,31,1,1,1,Mr X-ds-170,Kolkata,9890079069,Ruby,93940
1171,5.1,32,1,1,1,Mr X-ds-171,Kolkata,9890079070,Ruby,91738
1172,6.1,33,1,1,1,Mr X-ds-172,Kolkata,9890079071,Ruby,98273
1173,7.1,34,1,1,1,Mr X-ds-173,Kolkata,9890079072,Ruby,101302
1174,8.1,35,1,1,1,Mr X-ds-174,Kolkata,9890079073,Ruby,113812
1175,9.1,36,1,1,1,Mr X-ds-175,Kolkata,9890079074,Ruby,109431
1176,10.1,37,1,1,1,Mr X-ds-176,Kolkata,9890079075,Ruby,105582
1177,11.1,38,1,1,1,Mr X-ds-177,Kolkata,9890079076,Ruby,116969
1178,12.1,39,1,1,1,Mr X-ds-178,Kolkata,9890079077,Ruby,112635
1179,13.1,40,1,1,1,Mr X-ds-179,Kolkata,9890079078,Ruby,122391
1180,14.1,41,1,1,1,Mr X-ds-180,Kolkata,9890079079,Ruby,121872
1181,1.1,42,1,1,1,Mr X-ds-181,Kolkata,9890079080,Ruby,39343
1182,2.1,43,1,1,1,Mr X-ds-182,Kolkata,9890079081,Ruby,46205
1183,3.1,44,1,1,1,Mr X-ds-183,Kolkata,9890079082,Ruby,37731
1184,4.1,45,1,1,1,Mr X-ds-184,Kolkata,9890079083,Ruby,43525
1185,5.1,46,1,1,1,Mr X-ds-185,Kolkata,9890079084,Ruby,39891
1186,6.1,47,1,1,1,Mr X-ds-186,Kolkata,9890079085,Ruby,56642
1187,7.1,48,1,1,1,Mr X-ds-187,Kolkata,9890079086,Ruby,60150
1188,8.1,49,1,1,1,Mr X-ds-188,Kolkata,9890079087,Ruby,54445
1189,9.1,50,1,1,1,Mr X-ds-189,Kolkata,9890079088,Ruby,64445
1190,8.1,30,1,1,1,Mr X-ds-190,Kolkata,9890079089,Ruby,57189
1191,7.1,31,1,1,1,Mr X-ds-191,Kolkata,9890079090,Ruby,63218
1192,6.1,32,1,1,1,Mr X-ds-192,Kolkata,9890079091,Ruby,55794
1193,5.1,33,1,1,1,Mr X-ds-193,Kolkata,9890079092,Ruby,56957
1194,4.1,34,1,1,1,Mr X-ds-194,Kolkata,9890079093,Ruby,57081
1195,3.1,35,1,1,1,Mr X-ds-195,Kolkata,9890079094,Ruby,61111
1196,2.1,36,1,1,1,Mr X-ds-196,Kolkata,9890079095,Ruby,67938
1197,1.1,37,1,1,1,Mr X-ds-197,Kolkata,9890079096,Ruby,66029
1198,2.1,38,1,1,1,Mr X-ds-198,Kolkata,9890079097,Ruby,83088
1199,3.1,39,1,1,1,Mr X-ds-199,Kolkata,9890079098,Ruby,81363
1200,4.1,40,1,1,1,Mr X-ds-200,Kolkata,9890079099,Ruby,93940
1201,5.1,41,1,1,1,Mr X-ds-201,Kolkata,9890079100,Ruby,91738
1202,6.1,42,1,1,1,Mr X-ds-202,Kolkata,9890079101,Ruby,98273
1203,7.1,43,1,1,1,Mr X-ds-203,Kolkata,9890079102,Ruby,101302
1204,8.1,44,1,1,1,Mr X-ds-204,Kolkata,9890079103,Ruby,113812
1205,9.1,45,1,1,1,Mr X-ds-205,Kolkata,9890079104,Ruby,109431
1206,10.1,46,1,1,1,Mr X-ds-206,Kolkata,9890079105,Ruby,105582
1207,11.1,47,1,1,1,Mr X-ds-207,Kolkata,9890079106,Ruby,116969
1208,12.1,48,1,1,1,Mr X-ds-208,Kolkata,9890079107,Ruby,112635
1209,13.1,49,1,1,1,Mr X-ds-209,Kolkata,9890079108,Ruby,122391
1210,14.1,50,1,1,1,Mr X-ds-210,Kolkata,9890079109,Ruby,121872
1211,1.1,30,1,1,1,Mr X-ds-211,Kolkata,9890079110,Ruby,39343
1212,1.3,31,1,1,1,Mr X-ds-212,Kolkata,9890079111,Ruby,46205
1213,1.5,32,1,1,1,Mr X-ds-213,Kolkata,9890079112,Ruby,37731
1214,2,33,1,1,1,Mr X-ds-214,Kolkata,9890079113,Ruby,43525
1215,2.2,34,1,1,1,Mr X-ds-215,Kolkata,9890079114,Ruby,39891
1216,2.9,35,1,1,1,Mr X-ds-216,Kolkata,9890079115,Ruby,56642
1217,3,36,1,1,1,Mr X-ds-217,Kolkata,9890079116,Ruby,60150
1218,3.2,37,1,1,1,Mr X-ds-218,Kolkata,9890079117,Ruby,54445
1219,3.2,38,1,1,1,Mr X-ds-219,Kolkata,9890079118,Ruby,64445
1220,3.7,39,1,1,1,Mr X-ds-220,Kolkata,9890079119,Ruby,57189
1221,3.9,40,1,1,1,Mr X-ds-221,Kolkata,9890079120,Ruby,63218
1222,4,41,1,1,1,Mr X-ds-222,Kolkata,9890079121,Ruby,55794
1223,4,42,1,1,1,Mr X-ds-223,Kolkata,9890079122,Ruby,56957
1224,4.1,43,1,1,1,Mr X-ds-224,Kolkata,9890079123,Ruby,57081
1225,4.5,44,1,1,1,Mr X-ds-225,Kolkata,9890079124,Ruby,61111
1226,4.9,45,1,1,1,Mr X-ds-226,Kolkata,9890079125,Ruby,67938
1227,5.1,46,1,1,1,Mr X-ds-227,Kolkata,9890079126,Ruby,66029
1228,5.3,47,1,1,1,Mr X-ds-228,Kolkata,9890079127,Ruby,83088
1229,5.9,48,1,1,1,Mr X-ds-229,Kolkata,9890079128,Ruby,81363
1230,6,49,1,1,1,Mr X-ds-230,Kolkata,9890079129,Ruby,93940
1231,6.8,50,1,1,1,Mr X-ds-231,Kolkata,9890079130,Ruby,91738
1232,7.1,30,1,1,1,Mr X-ds-232,Kolkata,9890079131,Ruby,98273
1233,7.9,31,1,1,1,Mr X-ds-233,Kolkata,9890079132,Ruby,101302
1234,8.2,32,1,1,1,Mr X-ds-234,Kolkata,9890079133,Ruby,113812
1235,8.7,33,1,1,1,Mr X-ds-235,Kolkata,9890079134,Ruby,109431
1236,9,34,1,1,1,Mr X-ds-236,Kolkata,9890079135,Ruby,105582
1237,9.5,35,1,1,1,Mr X-ds-237,Kolkata,9890079136,Ruby,116969
1238,9.6,36,1,1,1,Mr X-ds-238,Kolkata,9890079137,Ruby,112635
1239,10.3,37,1,1,1,Mr X-ds-239,Kolkata,9890079138,Ruby,122391
1240,10.5,38,1,1,1,Mr X-ds-240,Kolkata,9890079139,Ruby,121872
1241,1.1,39,1,1,1,Mr X-ds-241,Kolkata,9890079140,Ruby,NaN
1242,1.1,40,1,1,1,Mr X-ds-242,Kolkata,9890079141,Ruby,NaN
1243,1.1,41,1,1,1,Mr X-ds-243,Kolkata,9890079142,Ruby,NaN
1244,1.1,42,1,1,1,Mr X-ds-244,Kolkata,9890079143,Ruby,NaN
1245,1.1,43,1,1,1,Mr X-ds-245,Kolkata,9890079144,Ruby,NaN
1246,1.1,44,1,1,1,Mr X-ds-246,Kolkata,9890079145,Ruby,NaN
1247,1.1,45,1,1,1,Mr X-ds-247,Kolkata,9890079146,Ruby,NaN
1248,1.1,46,1,1,1,Mr X-ds-248,Kolkata,9890079147,Ruby,NaN
1249,1.1,47,1,1,1,Mr X-ds-249,Kolkata,9890079148,Ruby,NaN
1250,1.1,48,1,1,1,Mr X-ds-250,Kolkata,9890079149,Ruby,NaN
1251,1.1,49,1,1,1,Mr X-ds-251,Kolkata,9890079150,Ruby,NaN
1252,1.1,50,1,1,1,Mr X-ds-252,Kolkata,9890079151,Ruby,NaN
1253,1.1,30,1,1,1,Mr X-ds-253,Kolkata,9890079152,Ruby,NaN
1254,1.1,31,1,1,1,Mr X-ds-254,Kolkata,9890079153,Ruby,NaN
1255,1.1,32,1,1,1,Mr X-ds-255,Kolkata,9890079154,Ruby,NaN
1256,1.1,33,1,1,1,Mr X-ds-256,Kolkata,9890079155,Ruby,NaN
1257,1.1,34,1,1,1,Mr X-ds-257,Kolkata,9890079156,Ruby,NaN
1258,1.1,35,1,1,1,Mr X-ds-258,Kolkata,9890079157,Ruby,NaN
1259,1.1,36,1,1,1,Mr X-ds-259,Kolkata,9890079158,Ruby,NaN
1260,1.1,37,1,1,1,Mr X-ds-260,Kolkata,9890079159,Ruby,NaN
1261,1.1,38,1,1,1,Mr X-ds-261,Kolkata,9890079160,Ruby,NaN
1262,1.1,39,1,1,1,Mr X-ds-262,Kolkata,9890079161,Ruby,NaN
1263,1.1,40,1,1,1,Mr X-ds-263,Kolkata,9890079162,Ruby,NaN
1264,1.1,41,1,1,1,Mr X-ds-264,Kolkata,9890079163,Ruby,NaN
1265,1.1,42,1,1,1,Mr X-ds-265,Kolkata,9890079164,Ruby,NaN
1266,1.1,43,1,1,1,Mr X-ds-266,Kolkata,9890079165,Ruby,NaN
1267,1.1,44,1,1,1,Mr X-ds-267,Kolkata,9890079166,Ruby,NaN
1268,1.1,45,1,1,1,Mr X-ds-268,Kolkata,9890079167,Ruby,NaN
1269,1.1,46,1,1,1,Mr X-ds-269,Kolkata,9890079168,Ruby,NaN
1270,1.1,47,1,1,1,Mr X-ds-270,Kolkata,9890079169,Ruby,NaN
1271,1.1,48,1,1,1,Mr X-ds-271,Kolkata,9890079170,Ruby,39343
1272,2.1,49,1,1,1,Mr X-ds-272,Kolkata,9890079171,Ruby,46205
1273,3.1,50,1,1,1,Mr X-ds-273,Kolkata,9890079172,Ruby,37731
1274,4.1,30,1,1,1,Mr X-ds-274,Kolkata,9890079173,Ruby,43525
1275,5.1,31,1,1,1,Mr X-ds-275,Kolkata,9890079174,Ruby,39891
1276,6.1,32,1,1,1,Mr X-ds-276,Kolkata,9890079175,Ruby,56642
1277,7.1,33,1,1,1,Mr X-ds-277,Kolkata,9890079176,Ruby,60150
1278,8.1,34,1,1,1,Mr X-ds-278,Kolkata,9890079177,Ruby,54445
1279,9.1,35,1,1,1,Mr X-ds-279,Kolkata,9890079178,Ruby,64445
1280,8.1,36,1,1,1,Mr X-ds-280,Kolkata,9890079179,Ruby,57189
1281,7.1,37,1,1,1,Mr X-ds-281,Kolkata,9890079180,Ruby,63218
1282,6.1,38,1,1,1,Mr X-ds-282,Kolkata,9890079181,Ruby,55794
1283,5.1,39,1,1,1,Mr X-ds-283,Kolkata,9890079182,Ruby,56957
1284,4.1,40,1,1,1,Mr X-ds-284,Kolkata,9890079183,Ruby,57081
1285,3.1,41,1,1,1,Mr X-ds-285,Kolkata,9890079184,Ruby,61111
1286,2.1,42,1,1,1,Mr X-ds-286,Kolkata,9890079185,Ruby,67938
1287,1.1,43,1,1,1,Mr X-ds-287,Kolkata,9890079186,Ruby,66029
1288,2.1,44,1,1,1,Mr X-ds-288,Kolkata,9890079187,Ruby,83088
1289,3.1,45,1,1,1,Mr X-ds-289,Kolkata,9890079188,Ruby,81363
1290,4.1,46,1,1,1,Mr X-ds-290,Kolkata,9890079189,Ruby,93940
1291,5.1,47,1,1,1,Mr X-ds-291,Kolkata,9890079190,Ruby,91738
1292,6.1,48,1,1,1,Mr X-ds-292,Kolkata,9890079191,Ruby,98273
1293,7.1,49,1,1,1,Mr X-ds-293,Kolkata,9890079192,Ruby,101302
1294,8.1,50,1,1,1,Mr X-ds-294,Kolkata,9890079193,Ruby,113812
1295,9.1,30,1,1,1,Mr X-ds-295,Kolkata,9890079194,Ruby,109431
1296,10.1,31,1,1,1,Mr X-ds-296,Kolkata,9890079195,Ruby,105582
1297,11.1,32,1,1,1,Mr X-ds-297,Kolkata,9890079196,Ruby,116969
1298,12.1,33,1,1,1,Mr X-ds-298,Kolkata,9890079197,Ruby,112635
1299,13.1,34,1,1,1,Mr X-ds-299,Kolkata,9890079198,Ruby,122391
1300,14.1,35,1,1,1,Mr X-ds-300,Kolkata,9890079199,Ruby,121872
1301,1.1,36,1,1,1,Mr X-ds-301,Kolkata,9890079200,Ruby,39343
1302,2.1,37,1,1,1,Mr X-ds-302,Kolkata,9890079201,Ruby,46205
1303,3.1,38,1,1,1,Mr X-ds-303,Kolkata,9890079202,Ruby,37731
1304,4.1,39,1,1,1,Mr X-ds-304,Kolkata,9890079203,Ruby,43525
1305,5.1,40,1,1,1,Mr X-ds-305,Kolkata,9890079204,Ruby,39891
1306,6.1,41,1,1,1,Mr X-ds-306,Kolkata,9890079205,Ruby,56642
1307,7.1,42,1,1,1,Mr X-ds-307,Kolkata,9890079206,Ruby,60150
1308,8.1,43,1,1,1,Mr X-ds-308,Kolkata,9890079207,Ruby,54445
1309,9.1,44,1,1,1,Mr X-ds-309,Kolkata,9890079208,Ruby,64445
1310,8.1,45,1,1,1,Mr X-ds-310,Kolkata,9890079209,Ruby,57189
1311,7.1,46,1,1,1,Mr X-ds-311,Kolkata,9890079210,Ruby,63218
1312,6.1,47,1,1,1,Mr X-ds-312,Kolkata,9890079211,Ruby,55794
1313,5.1,48,1,1,1,Mr X-ds-313,Kolkata,9890079212,Ruby,56957
1314,4.1,49,1,1,1,Mr X-ds-314,Kolkata,9890079213,Ruby,57081
1315,3.1,50,1,1,1,Mr X-ds-315,Kolkata,9890079214,Ruby,61111
